Client_ID,Age,Gender,Marital_Status,Education_Level,Employment_Status,Years_At_Job,Annual_Income,Credit_Score,Debt_To_Income_Ratio,Loan_Amount,Loan_Term_Months,Interest_Rate,Previous_Defaults,Loan_Purpose,Collateral_Provided,Late_Payments_6m,Loan_Status,Default_Risk
478,46,Female,Married,PhD,Retired,26,96777,446,0.19,7568,48,13.62,2,Business,Yes,3,Approved,Low
479,36,Female,Single,Master,Retired,19,70248,334,0.19,47098,48,8.99,3,Personal,Yes,0,Rejected,Low
480,57,Female,Divorced,High School,Unemployed,18,95033,608,0.36,42679,36,9.56,2,Other,Yes,4,Rejected,Low
481,42,Male,Single,PhD,Unemployed,19,127411,837,0.52,38560,60,10.87,1,Personal,No,5,Approved,Low
482,49,Female,Widowed,PhD,Unemployed,34,118239,313,0.14,19195,60,14.52,3,Business,Yes,1,Approved,Low
483,34,Male,Married,Bachelor,Employed,1,64041,673,0.45,20762,12,10.03,3,Personal,No,1,Approved,Medium
484,48,Female,Single,PhD,Retired,29,51954,727,0.43,46294,48,9.49,1,Personal,Yes,5,Approved,Medium
485,25,Male,Single,Bachelor,Self-employed,33,28002,532,0.54,20898,48,2.68,1,Home,Yes,2,Approved,Low
486,67,Female,Divorced,Master,Unemployed,21,89783,739,0.22,26577,12,3.51,0,Education,No,5,Rejected,Low
487,69,Female,Divorced,Bachelor,Self-employed,2,127524,801,0.33,6214,60,9.71,4,Education,No,1,Approved,High
488,50,Female,Married,High School,Self-employed,5,107234,574,0.56,25803,24,14.2,3,Education,Yes,3,Rejected,Medium
489,66,Female,Single,Bachelor,Unemployed,14,144857,375,0.43,28698,72,13.33,3,Car,Yes,4,Approved,Low
490,25,Female,Single,High School,Retired,26,39738,738,0.29,37980,24,14.78,1,Home,No,5,Rejected,Medium
491,32,Male,Divorced,Bachelor,Unemployed,9,30703,588,0.17,6658,60,9.1,1,Other,No,2,Rejected,Medium
492,36,Female,Single,PhD,Self-employed,8,133776,839,0.23,17270,48,12.35,4,Other,Yes,3,Approved,Medium
493,46,Female,Single,Master,Unemployed,32,69422,552,0.39,42792,24,13.01,1,Other,No,5,Approved,Low
494,46,Female,Single,High School,Self-employed,31,103106,425,0.46,27301,36,10.6,2,Education,Yes,3,Rejected,Low
495,68,Male,Divorced,Bachelor,Self-employed,5,81899,476,0.16,10141,36,6.73,2,Education,Yes,5,Rejected,Low
496,41,Female,Married,Bachelor,Unemployed,35,32392,336,0.4,43756,12,8.37,2,Home,Yes,3,Approved,High
497,59,Male,Widowed,Bachelor,Employed,1,64724,709,0.38,18777,60,13.22,2,Personal,No,0,Rejected,Medium
498,56,Female,Married,PhD,Unemployed,28,52299,426,0.36,43346,60,6.23,4,Education,Yes,3,Rejected,Low
499,53,Female,Widowed,PhD,Employed,3,35641,782,0.45,34441,24,14.05,3,Other,Yes,0,Rejected,High
500,50,Male,Single,High School,Self-employed,0,99534,467,0.52,33469,48,5.37,2,Personal,No,1,Rejected,High
501,57,Female,Married,High School,Self-employed,18,26305,593,0.26,8845,60,11.87,1,Education,No,0,Rejected,High
502,43,Male,Widowed,PhD,Employed,25,118262,642,0.54,49650,24,10.38,2,Business,No,3,Rejected,Medium
503,30,Male,Divorced,High School,Self-employed,24,38782,609,0.18,28290,24,11.87,4,Car,Yes,4,Approved,High
504,25,Female,Divorced,Master,Employed,9,98257,827,0.19,35699,72,7.97,1,Education,No,4,Approved,Low
505,56,Male,Married,Master,Employed,14,125299,839,0.23,49252,72,14.16,2,Business,No,1,Approved,Medium
506,54,Female,Married,PhD,Self-employed,21,97963,718,0.16,38146,60,10.41,3,Home,Yes,3,Approved,Medium
507,51,Female,Single,High School,Retired,20,132086,743,0.22,8293,24,6.1,1,Business,Yes,0,Rejected,Low
508,30,Male,Married,Bachelor,Employed,21,141987,535,0.15,49398,12,10.48,1,Home,Yes,4,Approved,Low
509,39,Male,Single,Master,Unemployed,35,40566,738,0.51,21608,12,6.09,3,Education,Yes,5,Rejected,High
510,52,Male,Single,PhD,Unemployed,33,144591,513,0.17,5737,72,6.17,1,Home,No,2,Rejected,Low
511,21,Male,Divorced,High School,Self-employed,29,87766,384,0.47,21619,60,7.49,2,Business,Yes,3,Approved,Medium
512,25,Female,Divorced,PhD,Retired,24,26511,384,0.12,17470,48,13.16,1,Car,No,5,Approved,Low
513,65,Female,Widowed,Bachelor,Self-employed,27,134816,788,0.57,27372,12,8.75,2,Personal,Yes,5,Rejected,Low
514,24,Male,Divorced,Master,Retired,0,127765,364,0.46,21117,12,10.99,3,Personal,Yes,3,Approved,Low
515,36,Female,Divorced,PhD,Employed,3,138360,363,0.1,19779,72,7.4,0,Car,No,2,Approved,Low
516,44,Female,Married,PhD,Employed,6,46177,642,0.48,34294,72,5.8,3,Other,No,4,Rejected,Medium
517,36,Female,Divorced,PhD,Employed,8,24765,651,0.36,26630,60,14.43,2,Personal,No,2,Rejected,Low
518,22,Female,Widowed,Bachelor,Employed,35,40354,457,0.49,45039,72,10.04,4,Education,Yes,1,Rejected,Low
519,69,Male,Married,PhD,Unemployed,18,43929,790,0.36,17178,36,14.17,3,Other,Yes,0,Rejected,Low
520,48,Male,Widowed,Bachelor,Unemployed,0,48820,762,0.42,24935,24,5.04,4,Education,No,0,Rejected,Low
521,52,Female,Divorced,Bachelor,Self-employed,9,131576,524,0.49,27784,12,4.34,4,Business,No,5,Rejected,Low
522,47,Male,Widowed,Bachelor,Retired,35,49523,612,0.3,28027,36,13.2,2,Business,Yes,4,Approved,Medium
523,40,Male,Married,Master,Employed,8,91088,765,0.1,36008,48,11.01,2,Other,No,2,Approved,Low
524,44,Male,Single,Master,Employed,31,86163,387,0.52,6823,36,4.83,0,Other,No,5,Approved,Low
525,32,Female,Widowed,PhD,Retired,31,97525,602,0.29,11852,60,5.87,1,Other,Yes,3,Rejected,Low
526,55,Female,Widowed,PhD,Retired,5,33780,734,0.35,18072,48,12.51,3,Other,No,5,Rejected,Low
527,53,Female,Married,Master,Self-employed,37,26589,434,0.1,16133,48,8.17,2,Home,Yes,3,Approved,Low
528,53,Male,Married,High School,Retired,16,54812,349,0.35,20111,72,10.88,3,Other,Yes,3,Approved,Low
529,63,Female,Widowed,Master,Employed,9,113664,731,0.59,37312,36,6.48,4,Other,Yes,1,Approved,Medium
530,57,Female,Divorced,Bachelor,Employed,26,65939,639,0.24,29161,60,7.27,1,Business,No,1,Rejected,High
531,32,Male,Widowed,Master,Employed,34,71493,646,0.3,44287,12,14.88,0,Education,No,3,Approved,Medium
532,23,Female,Married,Bachelor,Employed,20,124188,646,0.44,6777,72,5.6,3,Business,No,4,Approved,Low
533,21,Female,Single,PhD,Employed,24,113326,544,0.51,29014,36,8.83,1,Personal,No,1,Approved,Low
534,53,Male,Single,High School,Self-employed,27,60953,408,0.31,19772,12,13.06,0,Home,Yes,1,Rejected,Low
535,60,Male,Divorced,PhD,Employed,14,85785,832,0.25,49627,36,5.49,3,Home,Yes,0,Approved,Medium
536,30,Male,Widowed,Bachelor,Self-employed,3,39309,389,0.57,23161,72,7.69,1,Education,No,5,Approved,High
537,63,Female,Single,Bachelor,Employed,28,74195,595,0.44,47264,12,10.19,2,Other,No,0,Rejected,Low
538,64,Female,Widowed,Bachelor,Unemployed,8,135662,411,0.16,12490,72,8.51,3,Business,No,4,Rejected,Low
539,49,Female,Married,High School,Unemployed,26,45901,476,0.13,46661,36,8.24,1,Personal,No,1,Rejected,Medium
540,33,Male,Single,Master,Unemployed,25,43576,642,0.34,29502,48,7.03,0,Business,Yes,1,Rejected,Medium
541,32,Male,Divorced,PhD,Unemployed,18,51508,400,0.21,40757,24,9.83,1,Other,No,2,Rejected,Medium
542,51,Female,Married,PhD,Self-employed,27,94711,700,0.23,46111,48,10.3,2,Other,Yes,4,Approved,Medium
543,66,Female,Divorced,Master,Self-employed,16,45464,327,0.54,37737,72,10.67,3,Car,No,5,Approved,High
544,22,Male,Married,PhD,Retired,19,80281,836,0.14,22709,72,3.38,3,Business,No,5,Rejected,Low
545,55,Male,Single,High School,Employed,39,36260,357,0.46,49682,72,10.39,3,Education,No,5,Rejected,High
546,43,Male,Divorced,PhD,Unemployed,38,144997,797,0.24,13998,12,14.42,2,Business,Yes,4,Rejected,High
547,37,Male,Divorced,Bachelor,Self-employed,22,55440,596,0.48,33906,60,9.26,0,Home,No,2,Rejected,Medium
548,46,Female,Married,Master,Employed,31,115082,433,0.46,40490,72,11.44,3,Personal,Yes,2,Approved,Low
549,28,Male,Divorced,High School,Employed,32,125583,630,0.1,9656,48,9.46,0,Education,Yes,0,Approved,Low
550,49,Female,Married,Master,Self-employed,4,76683,548,0.35,41901,24,13.18,1,Car,No,4,Rejected,Low
551,46,Female,Married,High School,Unemployed,33,144206,849,0.17,30735,72,14.12,0,Personal,Yes,4,Rejected,Low
552,30,Female,Married,Bachelor,Retired,39,61430,374,0.53,34092,72,4.8,0,Personal,Yes,2,Rejected,Medium
553,46,Male,Married,Master,Employed,10,21987,467,0.54,6242,72,7.96,3,Home,Yes,3,Rejected,Low
554,54,Male,Single,PhD,Retired,2,134778,802,0.31,46307,12,7.4,4,Home,No,3,Approved,Low
555,61,Male,Married,High School,Unemployed,32,45105,654,0.32,6831,72,7.57,4,Home,Yes,0,Rejected,Medium
556,27,Male,Widowed,Master,Unemployed,10,98484,524,0.25,33511,48,4.07,2,Education,Yes,3,Rejected,Low
557,24,Female,Divorced,PhD,Retired,15,138747,830,0.46,12246,36,12.67,2,Business,No,3,Approved,Low
558,65,Male,Widowed,Master,Unemployed,17,33026,445,0.28,36467,60,2.95,4,Personal,No,3,Rejected,Low
559,31,Male,Single,Master,Employed,29,88309,540,0.23,23302,72,9.1,1,Business,Yes,1,Approved,Medium
560,49,Female,Widowed,Master,Retired,9,65927,643,0.32,8232,12,10.77,3,Business,Yes,0,Rejected,Low
561,56,Male,Divorced,High School,Unemployed,17,95414,334,0.15,41526,48,5.09,3,Home,Yes,2,Rejected,Medium
562,45,Female,Widowed,PhD,Retired,37,77535,300,0.47,43765,72,13.82,1,Business,Yes,3,Approved,Low
563,41,Female,Single,Bachelor,Employed,18,62946,452,0.11,15972,12,12.98,1,Personal,No,5,Rejected,High
564,56,Female,Married,High School,Unemployed,35,146503,728,0.42,39592,36,8.39,4,Personal,No,1,Approved,Low
565,30,Female,Widowed,High School,Employed,12,76561,807,0.19,15683,24,7.64,2,Other,Yes,3,Approved,Low
566,57,Female,Single,High School,Unemployed,2,30377,425,0.22,28664,72,5.46,1,Car,No,1,Approved,Low
567,29,Female,Single,Bachelor,Self-employed,9,73592,790,0.42,41828,48,11.62,2,Education,Yes,0,Rejected,Low
568,44,Female,Divorced,PhD,Unemployed,37,27347,781,0.6,38172,12,4.15,0,Business,No,5,Rejected,Low
569,55,Female,Divorced,PhD,Retired,0,53776,644,0.49,23105,12,11,3,Education,No,5,Approved,Low
570,69,Male,Widowed,PhD,Unemployed,26,23783,520,0.21,26700,72,13.03,4,Education,Yes,5,Rejected,Low
571,55,Male,Married,Master,Employed,7,75798,324,0.19,16017,12,5.36,3,Education,Yes,3,Rejected,Low
572,68,Male,Single,Master,Employed,16,24298,827,0.53,41613,24,13.33,4,Other,Yes,1,Rejected,Low
573,56,Male,Widowed,Master,Unemployed,8,90204,481,0.32,25594,12,2.92,0,Education,Yes,5,Approved,Low
574,38,Female,Single,Bachelor,Retired,5,106207,798,0.17,16384,60,13.91,3,Other,No,4,Approved,Medium
575,69,Male,Single,Master,Self-employed,24,120356,341,0.53,35348,60,3.98,0,Personal,No,4,Rejected,High
576,59,Female,Married,Bachelor,Retired,38,75161,780,0.51,21448,12,10.57,4,Business,Yes,1,Approved,Low
577,52,Male,Married,PhD,Self-employed,27,80652,738,0.59,14491,72,5.63,1,Other,No,3,Rejected,Low
578,44,Male,Widowed,Master,Employed,32,54484,701,0.55,18112,60,12.96,3,Car,No,3,Rejected,High
579,43,Male,Married,Master,Retired,36,118614,845,0.53,36021,48,8.9,0,Education,Yes,0,Rejected,Low
580,52,Female,Married,High School,Self-employed,8,149572,644,0.13,49553,60,4.19,3,Car,Yes,0,Approved,High
581,57,Male,Widowed,Bachelor,Unemployed,17,132695,344,0.15,5968,12,9.64,3,Personal,No,5,Approved,Low
582,32,Female,Married,PhD,Employed,20,40922,320,0.38,5368,72,7.6,3,Personal,Yes,2,Rejected,Medium
583,69,Female,Divorced,High School,Unemployed,1,54028,369,0.37,13424,36,10.77,2,Home,Yes,0,Approved,Low
584,33,Male,Single,High School,Employed,37,131461,347,0.33,40010,72,13.52,0,Education,No,3,Rejected,High
585,43,Male,Single,PhD,Retired,39,40316,790,0.3,40851,72,7.62,0,Home,No,2,Approved,Low
586,45,Male,Single,High School,Retired,35,96996,586,0.32,30496,72,6.12,3,Car,Yes,0,Approved,Medium
587,55,Female,Single,Bachelor,Employed,36,36968,309,0.38,35936,48,2.68,1,Business,No,1,Approved,Low
588,61,Male,Widowed,Bachelor,Employed,14,50266,841,0.1,18322,24,9.69,3,Home,Yes,4,Rejected,Low
589,50,Female,Single,Master,Employed,27,145679,573,0.23,6469,12,7.53,2,Personal,Yes,0,Rejected,Medium
590,37,Female,Single,High School,Retired,17,115745,680,0.36,42493,24,7.18,4,Education,No,0,Rejected,Low
591,69,Male,Single,Master,Self-employed,33,44000,628,0.46,9259,36,4.79,2,Car,No,1,Approved,High
592,40,Male,Single,High School,Unemployed,21,143239,778,0.19,41390,24,7.88,1,Other,Yes,3,Rejected,Low
593,68,Female,Divorced,Bachelor,Unemployed,10,34011,314,0.37,15292,12,14.81,3,Personal,Yes,5,Rejected,Medium
594,45,Female,Single,Bachelor,Retired,12,22866,815,0.46,31841,12,6.22,0,Other,Yes,1,Rejected,Low
595,42,Female,Divorced,Bachelor,Unemployed,3,132669,490,0.32,33365,36,10,3,Business,No,5,Rejected,High
596,33,Male,Widowed,High School,Employed,21,25898,467,0.11,22207,12,12.21,1,Education,Yes,0,Approved,High
597,39,Female,Married,Bachelor,Self-employed,6,38395,820,0.32,41199,36,11.86,0,Business,No,3,Approved,Low
598,69,Male,Single,High School,Unemployed,23,59019,436,0.25,27912,36,6.61,2,Business,Yes,2,Rejected,Medium
599,56,Female,Married,Master,Self-employed,3,123243,453,0.56,41919,12,10.14,4,Education,No,0,Approved,Medium
600,32,Female,Married,High School,Employed,27,24006,687,0.16,41981,60,13.39,4,Education,Yes,1,Approved,Low
601,61,Male,Widowed,Master,Unemployed,14,54393,508,0.43,20235,36,2.69,3,Other,No,2,Approved,Medium
602,39,Female,Married,High School,Retired,0,30956,571,0.13,46757,12,7.95,2,Business,Yes,4,Approved,Low
603,32,Male,Divorced,Master,Self-employed,2,70042,442,0.32,38547,60,5.3,1,Car,Yes,2,Approved,Medium
604,29,Male,Married,Bachelor,Employed,13,116199,368,0.38,48810,36,7.36,4,Other,Yes,1,Rejected,Low
605,27,Female,Married,Master,Self-employed,37,26078,546,0.25,24276,60,7.7,2,Education,Yes,2,Approved,Low
606,48,Male,Married,Bachelor,Unemployed,0,49631,560,0.33,36923,48,11.83,3,Personal,No,1,Rejected,Low
607,34,Male,Single,Bachelor,Unemployed,37,115676,378,0.18,10534,72,3.67,0,Other,No,0,Rejected,Low
608,51,Female,Single,Master,Retired,37,141724,824,0.25,31469,48,8.91,3,Home,No,3,Rejected,Medium
609,39,Male,Divorced,High School,Employed,20,82901,629,0.41,41074,60,9.55,3,Car,No,4,Approved,High
610,67,Male,Divorced,High School,Employed,28,127227,488,0.25,40670,36,8.68,2,Other,No,3,Approved,Low
611,36,Male,Single,PhD,Retired,4,89497,394,0.55,37563,12,11.65,4,Education,Yes,3,Approved,Low
612,25,Female,Divorced,High School,Retired,9,114813,307,0.41,41486,24,7.3,2,Education,No,3,Approved,Medium
613,55,Male,Single,PhD,Employed,27,137192,366,0.32,5021,12,14.31,0,Car,No,1,Rejected,Low
614,32,Female,Widowed,High School,Self-employed,20,61574,795,0.12,39268,24,8.52,2,Home,No,1,Rejected,Low
615,45,Female,Married,High School,Self-employed,6,138494,490,0.35,46802,24,9.64,1,Other,No,4,Rejected,Low
616,41,Male,Married,Bachelor,Retired,2,51417,665,0.48,20799,36,12.82,3,Other,Yes,1,Approved,Low
617,56,Male,Divorced,PhD,Self-employed,19,108020,820,0.23,31336,60,5.94,4,Business,Yes,5,Rejected,Low
618,43,Male,Single,High School,Employed,18,103639,416,0.5,8641,12,3.44,0,Personal,Yes,1,Rejected,Medium
619,36,Female,Single,PhD,Unemployed,34,85006,566,0.23,26596,60,11.35,3,Education,Yes,1,Rejected,Low
620,59,Male,Divorced,Bachelor,Unemployed,3,114881,784,0.51,37959,48,8.54,2,Other,No,1,Approved,Medium
621,65,Male,Single,Bachelor,Self-employed,4,131862,808,0.14,18306,36,13.71,1,Other,No,0,Rejected,Low
622,62,Male,Widowed,PhD,Retired,0,59454,597,0.53,13587,36,14.78,2,Other,Yes,4,Rejected,Low
623,59,Male,Married,Bachelor,Retired,3,21587,463,0.35,36359,48,7.49,3,Home,Yes,5,Approved,Medium
624,34,Male,Divorced,Master,Retired,11,141688,675,0.25,26498,12,7.69,0,Personal,No,1,Rejected,Low
625,51,Female,Divorced,Master,Retired,26,128107,567,0.23,9662,72,7.6,4,Other,No,4,Approved,Low
626,25,Female,Single,Bachelor,Retired,22,135584,848,0.32,42094,48,6.56,3,Car,Yes,2,Rejected,Medium
627,55,Male,Divorced,Master,Self-employed,24,74710,373,0.6,46833,12,12.27,0,Education,Yes,0,Approved,Low
628,43,Male,Widowed,High School,Unemployed,20,143157,807,0.21,32197,24,11.99,3,Business,Yes,1,Approved,Medium
629,49,Male,Single,PhD,Unemployed,23,106567,372,0.15,25719,36,8.48,1,Car,Yes,5,Approved,Low
630,63,Male,Single,High School,Self-employed,24,111748,607,0.39,29665,12,3.06,2,Education,No,0,Rejected,Medium
631,31,Female,Single,PhD,Retired,31,95886,498,0.34,48239,60,6.37,4,Home,No,5,Rejected,Low
632,38,Male,Single,Bachelor,Self-employed,31,38816,429,0.36,30032,60,6.15,0,Personal,No,0,Approved,Low
633,67,Female,Widowed,High School,Unemployed,4,105824,786,0.43,17641,36,12.64,4,Personal,Yes,2,Approved,High
634,32,Female,Single,Bachelor,Employed,35,49432,450,0.23,46964,48,3.59,4,Education,No,4,Approved,Medium
635,29,Male,Divorced,Bachelor,Self-employed,38,129758,505,0.56,35028,72,12.57,4,Car,No,0,Approved,Low
636,30,Female,Widowed,PhD,Retired,15,68617,478,0.32,20651,48,10.86,0,Business,Yes,3,Approved,Low
637,64,Female,Married,PhD,Unemployed,32,92373,496,0.16,13536,12,11.66,0,Home,Yes,2,Approved,Low
638,37,Female,Married,PhD,Unemployed,20,54217,388,0.47,11273,48,7.9,4,Education,Yes,3,Approved,Medium
639,58,Female,Divorced,High School,Unemployed,8,40884,733,0.42,11284,36,11,2,Home,Yes,2,Approved,Medium
640,27,Male,Divorced,Master,Unemployed,5,25454,482,0.26,30692,12,10.11,3,Personal,Yes,3,Approved,Medium
641,66,Male,Widowed,PhD,Retired,34,94960,508,0.41,13817,24,12.11,4,Other,Yes,3,Approved,Low
642,33,Female,Married,PhD,Employed,38,122421,792,0.21,33955,48,8.08,1,Other,No,5,Approved,Medium
643,60,Male,Married,High School,Unemployed,21,127173,429,0.32,31555,48,8.41,4,Business,No,0,Approved,Low
644,62,Male,Married,PhD,Self-employed,4,63618,312,0.55,25378,72,10.54,0,Home,No,0,Rejected,Low
645,29,Male,Married,High School,Employed,22,103948,405,0.17,46182,12,3.85,3,Education,No,2,Approved,Low
646,47,Male,Married,Bachelor,Unemployed,16,82671,674,0.29,22127,60,7.95,1,Business,No,4,Rejected,High
647,22,Male,Single,PhD,Employed,11,67111,398,0.51,22952,48,14.65,3,Car,No,5,Rejected,Medium
648,25,Female,Divorced,PhD,Self-employed,22,59613,491,0.58,16539,36,2.97,3,Other,Yes,0,Rejected,Low
649,49,Male,Single,Bachelor,Unemployed,15,105678,624,0.33,19692,48,6.45,1,Education,Yes,0,Approved,Medium
650,57,Male,Married,Bachelor,Self-employed,2,140592,766,0.35,23120,72,6.43,4,Home,Yes,5,Rejected,High
651,58,Male,Widowed,Bachelor,Retired,29,122928,666,0.39,18334,24,10.42,4,Business,No,1,Approved,Low
652,39,Male,Widowed,PhD,Unemployed,21,144917,617,0.57,33615,72,3.82,4,Education,No,5,Rejected,Low
653,28,Female,Married,Master,Unemployed,8,79993,443,0.53,12903,48,10.36,2,Business,Yes,0,Approved,High
654,68,Female,Married,Master,Unemployed,28,148652,683,0.19,33527,60,3.69,4,Business,Yes,4,Approved,Medium
655,65,Female,Widowed,Master,Unemployed,36,28848,515,0.32,20629,48,3.69,1,Business,Yes,1,Rejected,Low
656,21,Female,Single,PhD,Retired,22,134853,660,0.33,22740,12,11.6,2,Home,Yes,3,Rejected,Low
657,42,Male,Single,Bachelor,Unemployed,12,98672,623,0.49,38782,48,6.55,4,Education,Yes,5,Approved,Low
658,37,Female,Married,PhD,Employed,31,139279,314,0.4,31708,60,14.72,2,Personal,No,3,Rejected,Low
659,27,Male,Single,Bachelor,Unemployed,22,86125,516,0.43,15860,12,2.97,1,Personal,No,1,Approved,High
660,45,Male,Widowed,PhD,Retired,16,106444,791,0.6,22438,36,8.06,4,Home,No,1,Approved,Low
661,65,Male,Single,PhD,Unemployed,39,137509,846,0.14,6764,12,3.91,0,Home,Yes,1,Approved,Medium
662,24,Male,Married,Bachelor,Employed,20,81602,482,0.21,11009,72,6.89,1,Other,No,2,Rejected,Low
663,56,Male,Widowed,Master,Retired,1,92045,569,0.3,25842,24,14.98,3,Business,Yes,5,Approved,Low
664,26,Female,Single,Bachelor,Retired,36,125997,766,0.27,47372,72,13.61,3,Education,No,4,Approved,Low
665,51,Female,Divorced,High School,Employed,5,62222,818,0.11,38435,12,3.1,1,Education,Yes,4,Approved,Medium
666,39,Female,Widowed,High School,Employed,17,69223,841,0.15,8370,36,9.54,3,Car,Yes,3,Approved,Low
667,64,Female,Widowed,Bachelor,Employed,29,130012,766,0.44,43744,48,10.6,1,Car,No,3,Rejected,Medium
668,59,Male,Divorced,PhD,Employed,21,131246,604,0.54,25454,12,5.12,0,Personal,No,3,Rejected,Low
669,47,Female,Divorced,High School,Employed,32,85333,443,0.36,46381,72,4.31,1,Car,No,5,Rejected,Low
670,30,Male,Widowed,High School,Retired,29,72732,410,0.37,43367,12,13.8,4,Car,No,0,Rejected,Low
671,46,Female,Divorced,PhD,Retired,16,142650,531,0.23,8650,12,14.61,4,Personal,No,3,Approved,Low
672,39,Male,Married,PhD,Unemployed,31,69420,799,0.48,30708,12,14.9,2,Other,Yes,1,Approved,Medium
673,59,Male,Married,Master,Unemployed,13,95504,572,0.48,47662,36,12.37,3,Personal,No,3,Approved,Low
674,23,Female,Married,PhD,Self-employed,9,22462,472,0.39,8190,60,10.79,3,Car,No,1,Approved,Medium
675,65,Male,Widowed,Bachelor,Unemployed,35,29460,306,0.21,13789,60,6.82,1,Education,Yes,2,Approved,Low
676,33,Male,Divorced,Bachelor,Unemployed,33,119319,454,0.15,37125,12,4.64,3,Car,No,0,Approved,Low
677,48,Female,Divorced,Master,Employed,8,145602,821,0.13,38159,36,3.49,4,Business,Yes,0,Rejected,Low
678,40,Male,Single,High School,Employed,27,29275,845,0.4,22459,36,11.17,0,Business,No,5,Approved,Low
679,48,Female,Single,High School,Unemployed,10,114213,847,0.51,40418,12,12.31,1,Business,No,5,Approved,Medium
680,28,Female,Divorced,PhD,Self-employed,13,33269,817,0.53,23768,72,12.83,3,Other,Yes,4,Approved,Medium
681,61,Female,Divorced,Bachelor,Employed,38,149593,514,0.33,20563,72,13.92,4,Home,No,2,Rejected,Low
682,59,Male,Divorced,High School,Unemployed,18,142672,433,0.49,32885,24,13.5,2,Business,No,5,Approved,Low
683,21,Male,Widowed,Master,Unemployed,14,85942,584,0.57,26885,12,15,3,Education,No,1,Approved,Medium
684,23,Male,Divorced,Master,Retired,27,92920,425,0.24,11895,24,5.55,0,Other,No,2,Approved,Medium
685,33,Female,Single,Bachelor,Self-employed,23,140737,738,0.3,28958,72,12.04,0,Home,Yes,0,Rejected,Medium
686,48,Male,Widowed,Master,Retired,7,42553,451,0.57,6531,72,9.83,3,Home,Yes,1,Approved,Low
687,69,Female,Divorced,Master,Self-employed,8,44366,630,0.27,10481,12,5.77,3,Business,No,2,Approved,Low
688,45,Female,Single,Bachelor,Employed,32,64036,837,0.56,28932,24,14.77,4,Car,No,0,Rejected,High
689,53,Male,Widowed,PhD,Self-employed,32,37369,682,0.59,26360,24,13.72,3,Personal,Yes,5,Approved,Medium
690,58,Female,Divorced,PhD,Unemployed,18,31795,414,0.43,48642,12,4.11,2,Car,Yes,1,Rejected,Low
691,26,Male,Divorced,Master,Unemployed,2,90021,781,0.51,29829,24,2.83,4,Car,No,1,Approved,Medium
692,64,Male,Divorced,PhD,Self-employed,9,127205,583,0.47,24932,48,11.1,1,Home,Yes,0,Rejected,Medium
693,65,Male,Widowed,PhD,Self-employed,39,88154,374,0.45,43931,72,10.05,2,Home,Yes,1,Approved,Low
694,52,Male,Single,Master,Self-employed,0,50143,465,0.25,43032,60,14.2,4,Other,Yes,5,Approved,Low
695,65,Male,Single,PhD,Retired,28,49425,488,0.13,20890,36,5.43,4,Other,Yes,5,Rejected,Low
696,67,Female,Married,Master,Self-employed,33,108209,377,0.27,23807,24,3.55,0,Home,No,5,Approved,Low
697,41,Female,Divorced,High School,Employed,12,95139,320,0.43,16767,24,5.74,4,Education,Yes,0,Approved,Medium
698,36,Female,Married,Bachelor,Retired,0,125232,483,0.15,13071,36,2.74,2,Education,No,3,Rejected,Low
699,41,Male,Married,Bachelor,Retired,33,25368,521,0.11,31149,24,2.95,3,Personal,No,3,Approved,Medium
700,31,Male,Single,PhD,Self-employed,28,24621,627,0.17,20540,36,13.94,2,Home,Yes,1,Rejected,High
701,57,Male,Widowed,PhD,Employed,12,78829,478,0.46,40676,12,6.9,1,Business,No,5,Approved,Low
702,56,Female,Widowed,PhD,Retired,28,149036,411,0.59,9712,48,7.64,4,Other,No,1,Rejected,Low
703,55,Male,Single,Bachelor,Unemployed,38,80294,358,0.59,31201,48,2.73,4,Home,Yes,0,Approved,Medium
704,39,Female,Widowed,High School,Retired,23,34719,626,0.35,49958,72,5.88,4,Education,Yes,1,Approved,Medium
705,40,Female,Married,High School,Self-employed,25,49227,490,0.53,24899,60,12.56,4,Home,Yes,4,Rejected,Medium
706,38,Male,Divorced,Bachelor,Employed,16,129430,499,0.47,24787,24,10.19,0,Education,No,3,Approved,Low
707,67,Male,Single,High School,Self-employed,6,27566,611,0.35,25982,60,11.92,0,Home,No,1,Rejected,Low
708,61,Female,Divorced,Bachelor,Unemployed,12,32306,334,0.39,27606,12,8.09,3,Business,No,1,Rejected,Low
709,69,Male,Widowed,High School,Unemployed,4,73822,678,0.17,15150,48,6.37,4,Personal,No,2,Rejected,High
710,34,Female,Divorced,Master,Unemployed,25,44042,686,0.57,25393,12,8.54,1,Business,Yes,1,Approved,Low
711,35,Male,Widowed,Master,Self-employed,2,35086,536,0.28,42259,12,6.54,3,Education,No,4,Approved,High
712,51,Male,Widowed,Bachelor,Retired,6,37387,818,0.32,32750,24,12.99,4,Other,Yes,3,Approved,Low
713,21,Female,Married,High School,Self-employed,38,47042,582,0.44,13593,12,6.22,0,Other,Yes,2,Rejected,High
714,23,Male,Widowed,PhD,Employed,0,109424,300,0.27,22358,48,10.75,1,Car,Yes,0,Rejected,Medium
715,36,Female,Married,High School,Retired,16,71618,763,0.23,21607,60,4.21,3,Business,Yes,0,Rejected,Low
716,43,Male,Married,Master,Unemployed,24,112050,529,0.42,42381,48,11.09,1,Home,No,3,Approved,Medium
